Length (major axis),Width (minor axis),Thickness (depth),Area,Perimeter,Roundness,Solidity,Compactness,Aspect Ratio,Eccentricity,Extent,Convex hull(convex area),Type
-0.011416884814669015,2.1355719958974935,1.0711856167683902,-0.28239434435913213,-0.43381000081319904,-0.2807976596986601,0.44336791523316127,-0.46214238790436224,-0.1742185302217349,0.012296150121212867,-0.9140647649122847,-0.3131705624650707,0
0.5950444882933951,2.3676210416710477,1.0976337719144762,-0.25199360899859496,-0.27263739750735133,-0.7494969964778265,0.037275706448717444,-0.28132611748747427,0.39888386324890396,0.6611168118304641,-1.4372855415572234,-0.2550136625518154,0
1.3439069785567146,2.1904682498240473,0.9533164975608363,-0.29926348748878584,-0.42023884806136574,-0.8748372463950591,0.2889723371564729,-0.42498373426303526,0.6877374581243881,0.9440877235631786,-0.8629359629042859,-0.31973779693595156,0
1.3999889642135075,2.3146936873649895,0.9606592616539051,-0.28533284025913636,-0.3583035319732687,-1.3513304361091238,0.2445722295770105,-0.3579762561160775,0.6547410141897553,0.9121822227951503,-0.8262814563079283,-0.3028104866954992,0
0.5443215887209593,2.2176616213528346,-0.1603464425755914,-0.5400387626533267,-0.5160646605584092,-1.1813231095552166,-0.11058106553968367,-0.24662972129727212,0.6877374581243909,0.9440877235631786,-0.20615473785140348,-0.5376856960070037,0
-0.2053730932962845,2.2831697568263545,-0.1299366313703056,-0.5206664563495954,-0.557064350338168,-0.7652829947808489,0.03828768037366691,-0.33575080457860274,0.7207642556500241,0.9780348896393543,0.07020285233041008,-0.5267637178228114,0
0.6055510103707483,2.0772735242329334,-0.20683381424874636,-0.5751918802718954,-0.5631962518727724,-0.8427890144860403,0.011557655563808564,-0.26575010724686776,-0.12583601009378179,-0.010066916311746353,0.06996606432648157,-0.5803902795181863,0
-0.3550053907019926,2.0704056124306396,-0.4384376526381591,-0.6124853837929363,-0.6894262980597152,-0.8587682826691276,0.33210254133112,-0.40149137629732334,-0.12583601009378179,-0.010066916311746353,0.3388794191658508,-0.6355269539528547,0
2.139303995485572,1.4232544911582563,1.697675747670723,1.086944745042821,1.4530549205362036,-1.4904957927993914,-0.12228451035259333,0.5133131051907605,1.819244473150172,1.7242407388694467,0.9069955470778934,1.1191889302052376,0
2.2230012993352037,0.8314499656772631,1.1853418862133145,1.0244382211452008,1.2815421356405,-1.6172270813626202,0.0015152066350308344,0.3662485375812182,1.3782551370385532,1.3593727306762882,0.7164162291976026,1.0401714031491842,0
2.311711396909104,0.5310572062548107,0.8197716652557476,0.9431398345784183,1.192900297793158,-1.7603310003859216,0.000809456355386418,0.3350851378091458,1.155716182699291,1.2415294539783581,0.9761168827897537,0.9579229372090611,0
2.1973048628222833,1.0012028914376299,1.3239989318716858,1.09619556546876,1.5928561163736947,-1.52796167557598,-0.14198548142532738,0.6747414163429258,2.074030637372405,2.007383640809779,0.5065136405440029,1.1311293565159302,0
1.4217443486682584,-0.3280668723464447,-0.5469767648277376,0.16414819926002328,0.5736838203513301,-1.926892079444901,0.06772308859947504,0.3751645615747318,0.9074055724665532,1.045289469904392,1.1064886288823885,0.16314709062881919,0
1.2713524422146132,0.33368901809706225,-0.6900623792823334,0.07802487498088809,0.5043092520122427,-1.9167376578958497,0.09982761077051144,0.3892879222825159,0.32508633882682575,0.5695275249229473,0.6949658646968693,0.07348853659588393,0
1.2009623275615313,-0.19538038056417112,-0.6287364383492756,0.05030869143023127,0.5608037248101612,-1.8963184763265373,-0.018891456547121696,0.5102293959996324,0.48448420346041804,0.5635511739347207,1.2551190827268393,0.05533206482344856,0
1.2299241763713147,-0.12080895920374257,-0.8402103352636981,0.03768404237836141,0.4522783306682946,-1.9355764702467242,0.3302506872277424,0.3685715326418914,0.06825521348674983,0.2520378219353775,1.0423106014126684,0.01417271295247319,0
0.4069679646802694,-0.05115117225027211,0.3260369679702323,0.8735954316116524,0.37818493482459076,0.2732232312460992,0.6987168708543253,-0.5031043429583212,0.7135917964142869,0.9854128440136315,1.1053070293066214,0.8078949925053011,0
0.4602058954887861,-0.07251775707833549,0.5722094001684633,0.8965229551771172,0.3722335373655971,0.22233113574265312,0.6243388185870926,-0.5235798554532981,0.8672896371742594,1.122677367276103,1.0318975671100314,0.8387996253094464,0
0.5006600960212548,-0.08045739863951161,0.7110105976885307,0.9246744714537005,0.39465701794905117,0.20190497085317338,0.6774620239641869,-0.5191471958340832,0.9687179077639326,1.2100424359041573,1.2468078724427765,0.8605733438760034,0
0.43596327168909327,-0.09620349482725923,0.09943720612749073,0.9179630919289996,0.4109485871771658,0.2986639628585113,0.6674201674820138,-0.4988534630143277,0.8610408338852595,1.1172128993904356,1.0016959629136002,0.8550947953334503,0
1.8480735777016246,0.6776466004004867,-0.46336758534767886,2.10692932188872,1.2226134727217512,-0.15163574630919885,0.48391498871048466,-0.4001123511682935,2.2216897338044586,2.113708318736627,-0.2976119384558294,2.0564772766936863,0
1.930865891231997,0.7503292610023468,0.41792869370591035,2.198603138423419,1.2547608393218164,-0.15575227486607923,0.5115872691359516,-0.41540455411463806,2.2404711652993656,2.1251617190985344,-0.1130058895629149,2.1429048918425515,0
1.8935206049686113,0.7466550018659994,0.42911892872170543,2.245764183732128,1.2568649788325605,-0.060559246244999435,0.48771169989181806,-0.4349571709062677,2.1771298175769234,2.086321071429429,-0.015534650081985216,2.1936868225639086,0
1.8874706070740286,0.7757673987589206,0.993271123135539,2.1882277084555026,1.2771843209390321,-0.11372703657971865,0.47830040668763707,-0.3917062132269137,2.111320942631669,2.0453164424391366,-0.3000220787879321,2.1381287213182745,0
2.1299481116662533,1.0926468870761046,0.5040925594215063,2.5954814735597873,3.0978618337787105,0.00455203643638745,-1.1424786041675379,1.1233574628457772,1.9815764500331305,1.9624729763824476,-0.4339997390777413,2.858873924772223,0
2.032463871217674,1.0162996021374195,0.6700429685034099,2.458424220347246,3.457359469637512,-0.012875727367542882,-1.3846892819455696,1.6430705711443694,1.9410012845767344,1.9360051130658493,-0.8962485449727281,2.7627534929711484,0
1.7375088003725894,0.6299894814343808,0.35570448414707684,2.106856766434399,3.9336185479198607,-0.013015475936166998,-1.3243363319338743,2.6195040985414546,2.1014801601203477,2.039126863028395,-1.2450247491616668,2.3735658330444,0
1.7163513463136282,0.7229454604947186,0.41463006289742343,2.110121761878848,3.3991966467589596,0.017907049669991095,-1.5427031181868534,1.9092187459790129,1.8873017931623715,1.900554961881097,-0.5626941239366143,2.41883409632229,0
1.5560191168541657,0.32104680091380705,0.3939861050255794,1.7770196710907187,3.17608872426373,-0.15342762678781902,-2.7093120419336936,1.9842415046449533,2.352142602951929,2.1921815465951604,-1.9435097739148806,2.2763918342159113,0
1.7882136217245748,0.27428855206805414,0.2668849434155307,1.822257996859919,2.6194238465949855,-0.3862957161063691,-0.7815284358522375,1.2286373277582845,2.9157080988664,2.5042443490882937,-2.0461325046099677,1.975317496681891,0
1.5145908510108672,0.18671389191865484,0.27260721331255944,1.685418410010341,2.373531436398842,-0.20771768940680155,-1.269578510796573,1.0608184329217911,2.545150165194626,2.303808616244826,-1.7381572682465625,1.9127004963525827,0
1.4503915824773683,0.018824109685178867,0.20849537498880835,1.514114982358245,2.3999079106492847,-0.3303973576364343,-0.42128281051930466,1.2615330319034235,2.7717975885158634,2.4284731221843563,-2.0876026950539783,1.5981405008676626,0
